Transaction ID,Date,Time,Product ID,Customer ID,Quantity,Price (Rupees)
TRANS-02244,13-02-2021,19:20:38,PROD-124,7371,13,520
TRANS-03627,30-05-2022,06:07:43,PROD-081,7373,16,480
TRANS-01318,27-03-2020,02:51:36,PROD-063,7376,2,80
TRANS-02194,27-01-2021,01:28:31,PROD-129,7378,15,3750
TRANS-04515,18-03-2023,16:32:32,PROD-049,7378,18,450
TRANS-04057,12-10-2022,11:13:05,PROD-123,7379,9,135
TRANS-00243,24-03-2019,23:48:04,PROD-082,7382,19,1140
TRANS-01344,07-04-2020,03:11:13,PROD-047,7382,3,75
TRANS-04680,16-05-2023,16:35:01,PROD-132,7382,15,300
TRANS-03388,07-03-2022,17:42:03,PROD-015,7385,14,1120
TRANS-00914,22-11-2019,17:32:32,PROD-153,7389,2,60
TRANS-01711,11-08-2020,18:39:11,PROD-057,7393,7,175
TRANS-02103,26-12-2020,20:22:54,PROD-005,7394,5,50
TRANS-00372,10-05-2019,08:32:27,PROD-090,7396,5,50
TRANS-02839,08-09-2021,15:19:07,PROD-127,7396,5,100
TRANS-02572,04-06-2021,22:50:47,PROD-055,7397,7,140
TRANS-02318,12-03-2021,07:45:49,PROD-128,7398,8,480
TRANS-03178,24-12-2021,14:03:30,PROD-110,7399,8,160
TRANS-02448,25-04-2021,05:01:04,PROD-108,7406,20,600
TRANS-04923,09-08-2023,23:15:40,PROD-095,7413,19,285
TRANS-02280,24-02-2021,16:20:25,PROD-029,7419,14,980
TRANS-03848,08-08-2022,19:51:02,PROD-138,7420,2,80
TRANS-04371,30-01-2023,02:51:16,PROD-106,7420,6,300
TRANS-01917,19-10-2020,11:04:09,PROD-091,7422,14,140
TRANS-03257,19-01-2022,10:05:30,PROD-141,7422,17,3060
TRANS-01453,15-05-2020,01:51:33,PROD-138,7433,18,720
TRANS-02386,01-04-2021,19:46:30,PROD-116,7435,6,48
TRANS-00967,05-12-2019,02:34:51,PROD-090,7437,1,10
TRANS-01037,24-12-2019,04:04:09,PROD-148,7440,7,245
TRANS-01064,05-01-2020,06:33:23,PROD-055,7445,18,360
TRANS-03331,16-02-2022,09:02:33,PROD-016,7447,11,275
TRANS-01897,12-10-2020,18:56:35,PROD-106,7448,15,750
TRANS-01082,10-01-2020,12:57:42,PROD-067,7450,4,140
TRANS-03593,16-05-2022,00:43:55,PROD-022,7450,20,300
TRANS-00008,04-01-2019,13:27:34,PROD-122,7452,2,20
TRANS-00086,31-01-2019,05:37:07,PROD-139,7454,4,100
TRANS-02912,30-09-2021,04:32:49,PROD-073,7456,12,240
TRANS-03646,05-06-2022,22:57:08,PROD-096,7460,10,200
TRANS-00803,11-10-2019,04:36:36,PROD-062,7465,16,400
TRANS-01145,31-01-2020,22:45:06,PROD-070,7465,1,25
TRANS-02016,26-11-2020,04:47:00,PROD-104,7467,2,20
TRANS-03339,18-02-2022,21:27:57,PROD-045,7478,14,700
TRANS-01297,20-03-2020,03:08:03,PROD-103,7481,6,150
TRANS-03442,24-03-2022,05:00:29,PROD-106,7482,9,450
TRANS-01518,06-06-2020,13:07:17,PROD-060,7489,18,3240
TRANS-03772,14-07-2022,08:25:02,PROD-070,7490,20,500
TRANS-03327,15-02-2022,19:23:28,PROD-007,7492,1,150
TRANS-00132,13-02-2019,02:02:57,PROD-062,7493,3,75
TRANS-00484,25-06-2019,09:31:20,PROD-147,7500,11,220
TRANS-02813,30-08-2021,00:37:37,PROD-097,7503,18,270
TRANS-01402,26-04-2020,20:43:49,PROD-080,7505,5,200
TRANS-01062,04-01-2020,11:53:34,PROD-129,7509,10,2500
TRANS-04150,14-11-2022,07:59:26,PROD-084,7520,20,200
TRANS-02468,03-05-2021,20:52:41,PROD-070,7525,19,475
TRANS-03359,25-02-2022,14:32:05,PROD-022,7526,16,240
TRANS-03196,31-12-2021,05:19:07,PROD-079,7529,7,140
TRANS-00141,16-02-2019,17:30:18,PROD-128,7531,9,540
TRANS-02631,25-06-2021,05:48:52,PROD-121,7532,11,550
TRANS-00795,08-10-2019,09:20:14,PROD-033,7533,9,90
TRANS-01405,27-04-2020,20:36:08,PROD-059,7543,19,2280
TRANS-03954,09-09-2022,19:29:41,PROD-141,7548,4,720
TRANS-01661,23-07-2020,01:32:29,PROD-018,7557,6,360
TRANS-02040,04-12-2020,18:52:16,PROD-006,7572,4,20
TRANS-03951,09-09-2022,20:31:13,PROD-127,7574,18,360
TRANS-04741,08-06-2023,01:22:54,PROD-094,7581,16,640
TRANS-04765,15-06-2023,06:07:18,PROD-132,7586,2,40
TRANS-04753,11-06-2023,19:24:50,PROD-122,7593,18,180
TRANS-03888,19-08-2022,02:08:43,PROD-004,7595,13,520
TRANS-00831,21-10-2019,23:24:52,PROD-118,7601,3,600
TRANS-01146,31-01-2020,15:01:02,PROD-146,7602,18,450
TRANS-00126,11-02-2019,19:32:37,PROD-013,7604,9,630
TRANS-04025,29-09-2022,02:57:28,PROD-056,7605,6,420
TRANS-00587,04-08-2019,02:52:28,PROD-060,7607,2,360
TRANS-01193,14-02-2020,23:47:48,PROD-150,7607,4,480
TRANS-03120,09-12-2021,02:31:06,PROD-023,7610,7,140
TRANS-04726,02-06-2023,03:37:15,PROD-008,7612,3,180
TRANS-01974,10-11-2020,20:34:58,PROD-008,7619,11,660
TRANS-04496,11-03-2023,19:23:46,PROD-012,7619,18,360
TRANS-00436,04-06-2019,15:23:55,PROD-044,7620,11,440
TRANS-02257,17-02-2021,06:26:17,PROD-113,7630,5,50
TRANS-03767,13-07-2022,18:31:14,PROD-027,7630,13,390
TRANS-04914,04-08-2023,22:32:25,PROD-137,7631,3,240
TRANS-02796,24-08-2021,18:46:11,PROD-124,7633,15,600
TRANS-03619,25-05-2022,02:38:38,PROD-015,7637,4,320
TRANS-03636,31-05-2022,03:21:18,PROD-063,7642,20,800
TRANS-02454,27-04-2021,06:04:09,PROD-138,7645,17,680
TRANS-03545,01-05-2022,16:05:57,PROD-015,7647,5,400
TRANS-02540,27-05-2021,17:59:33,PROD-143,7653,13,650
TRANS-00278,06-04-2019,10:23:07,PROD-046,7657,10,100
TRANS-00588,05-08-2019,20:52:52,PROD-028,7669,1,15
TRANS-03186,28-12-2021,17:09:11,PROD-008,7669,17,1020
TRANS-01575,26-06-2020,08:46:06,PROD-049,7670,12,300
TRANS-02021,26-11-2020,05:46:37,PROD-149,7674,13,520
TRANS-00810,13-10-2019,23:44:26,PROD-031,7675,13,520
TRANS-00305,19-04-2019,23:17:18,PROD-130,7680,13,390
TRANS-00871,03-11-2019,06:33:08,PROD-062,7686,14,350
TRANS-01848,29-09-2020,12:10:39,PROD-151,7688,12,840
TRANS-03239,12-01-2022,00:11:52,PROD-094,7690,3,120
TRANS-04700,23-05-2023,08:29:59,PROD-125,7694,11,330
TRANS-00041,14-01-2019,02:08:23,PROD-060,7697,18,3240
TRANS-04190,23-11-2022,14:00:23,PROD-013,7705,3,210
TRANS-04440,20-02-2023,04:31:06,PROD-013,7705,5,350
TRANS-01973,09-11-2020,18:02:36,PROD-149,7706,1,40
TRANS-00247,25-03-2019,08:28:12,PROD-142,7707,20,600
TRANS-04665,11-05-2023,07:44:00,PROD-054,7709,19,950
TRANS-03441,24-03-2022,07:46:53,PROD-141,7710,20,3600
TRANS-04159,15-11-2022,01:36:58,PROD-125,7710,4,120
TRANS-04549,30-03-2023,16:43:26,PROD-155,7714,7,280
TRANS-02154,13-01-2021,14:51:39,PROD-149,7715,7,280
TRANS-02523,21-05-2021,20:30:45,PROD-076,7718,13,325
TRANS-01541,15-06-2020,19:07:59,PROD-110,7727,14,280
TRANS-03275,26-01-2022,04:45:56,PROD-070,7727,4,100
TRANS-04595,17-04-2023,06:48:42,PROD-025,7727,16,800
TRANS-02963,18-10-2021,22:41:01,PROD-107,7734,16,1200
TRANS-03426,21-03-2022,15:59:39,PROD-118,7734,2,400
TRANS-04886,26-07-2023,15:09:58,PROD-062,7737,17,425
TRANS-04416,14-02-2023,15:46:00,PROD-156,7740,13,195
TRANS-02504,16-05-2021,09:27:48,PROD-086,7743,16,160
TRANS-02408,10-04-2021,21:20:51,PROD-050,7746,9,135
TRANS-00113,08-02-2019,10:35:45,PROD-015,7754,15,1200
TRANS-02411,11-04-2021,11:24:41,PROD-113,7754,13,130
TRANS-04173,18-11-2022,16:14:22,PROD-002,7756,16,480
TRANS-04537,26-03-2023,23:40:32,PROD-032,7756,16,80
TRANS-02629,24-06-2021,01:21:18,PROD-134,7759,13,455
TRANS-04596,18-04-2023,18:19:16,PROD-021,7764,8,800
TRANS-00061,22-01-2019,18:39:45,PROD-054,7766,19,950
TRANS-03190,30-12-2021,18:00:50,PROD-082,7766,10,600
TRANS-02437,19-04-2021,17:55:29,PROD-100,7768,5,200
TRANS-00909,20-11-2019,14:32:12,PROD-125,7769,18,540
TRANS-00104,05-02-2019,19:44:27,PROD-035,7774,9,45
TRANS-01279,15-03-2020,13:41:10,PROD-016,7776,7,175
TRANS-03032,09-11-2021,00:31:57,PROD-091,7776,16,160
TRANS-02470,03-05-2021,00:49:29,PROD-143,7777,20,1000
TRANS-03761,12-07-2022,18:56:28,PROD-066,7777,8,240
TRANS-00774,01-10-2019,18:23:56,PROD-025,7778,10,500
TRANS-01815,16-09-2020,13:27:32,PROD-147,7787,1,20
TRANS-00788,06-10-2019,22:27:19,PROD-101,7788,13,390
TRANS-01925,21-10-2020,11:48:11,PROD-089,7795,9,135
TRANS-03456,28-03-2022,03:07:12,PROD-074,7795,5,150
TRANS-00374,11-05-2019,05:53:15,PROD-062,7797,10,250
TRANS-01283,15-03-2020,17:20:52,PROD-034,7798,15,225
TRANS-03376,03-03-2022,17:31:20,PROD-052,7799,16,480
TRANS-04551,31-03-2023,05:47:00,PROD-111,7804,8,1440
TRANS-00745,22-09-2019,05:23:35,PROD-056,7813,17,1190
TRANS-02841,09-09-2021,12:45:23,PROD-045,7823,11,550
TRANS-00018,07-01-2019,12:27:16,PROD-002,7825,18,540
TRANS-03363,26-02-2022,05:04:32,PROD-106,7830,5,250
TRANS-00217,17-03-2019,17:11:29,PROD-129,7833,2,500
TRANS-04406,12-02-2023,18:35:17,PROD-014,7833,20,800
TRANS-00337,29-04-2019,17:31:19,PROD-150,7837,9,1080
TRANS-02160,15-01-2021,18:29:42,PROD-112,7837,13,780
TRANS-04799,26-06-2023,21:58:48,PROD-025,7842,19,950
TRANS-04834,06-07-2023,10:46:17,PROD-072,7844,1,15
TRANS-04256,16-12-2022,22:14:12,PROD-112,7846,16,960
TRANS-03600,19-05-2022,15:18:04,PROD-009,7847,19,380
TRANS-02798,25-08-2021,20:48:08,PROD-093,7848,6,60
TRANS-04802,27-06-2023,23:31:46,PROD-116,7848,14,112
TRANS-04810,29-06-2023,16:48:52,PROD-126,7849,2,50
TRANS-01420,30-04-2020,21:46:22,PROD-138,7853,19,760
TRANS-03046,15-11-2021,10:47:48,PROD-017,7856,15,225
TRANS-02296,05-03-2021,17:20:26,PROD-030,7857,13,1950
TRANS-03358,24-02-2022,02:38:28,PROD-028,7860,18,270
TRANS-01992,15-11-2020,13:21:20,PROD-044,7865,19,760
TRANS-02993,25-10-2021,17:49:45,PROD-086,7866,16,160
TRANS-01092,12-01-2020,07:17:22,PROD-120,7867,15,180
TRANS-03027,07-11-2021,10:37:57,PROD-145,7867,1,15
TRANS-01654,20-07-2020,21:01:08,PROD-079,7868,16,320
TRANS-04157,15-11-2022,05:27:59,PROD-022,7869,6,90
TRANS-03381,04-03-2022,08:33:25,PROD-114,7875,8,40
TRANS-00550,22-07-2019,10:44:50,PROD-113,7876,17,170
TRANS-02322,13-03-2021,12:42:45,PROD-112,7890,2,120
TRANS-00098,03-02-2019,20:37:17,PROD-048,7891,2,400
TRANS-02048,07-12-2020,02:52:31,PROD-042,7892,19,190
TRANS-01063,05-01-2020,14:14:39,PROD-008,7893,18,1080
TRANS-03909,27-08-2022,08:31:45,PROD-083,7903,18,360
TRANS-03397,11-03-2022,20:57:21,PROD-078,7906,3,210
TRANS-03366,27-02-2022,21:13:32,PROD-138,7910,16,640
TRANS-00740,20-09-2019,15:14:24,PROD-008,7915,6,360
TRANS-04909,03-08-2023,22:24:20,PROD-068,7923,11,550
TRANS-02938,09-10-2021,01:02:24,PROD-019,7925,5,600
TRANS-02847,11-09-2021,17:50:30,PROD-109,7926,8,1200
TRANS-00369,09-05-2019,04:59:39,PROD-019,7928,4,480
TRANS-00366,07-05-2019,12:56:02,PROD-145,7933,3,45
TRANS-01719,16-08-2020,15:45:15,PROD-044,7933,12,480
TRANS-03736,30-06-2022,13:16:49,PROD-058,7937,2,60
TRANS-02707,22-07-2021,09:20:07,PROD-110,7938,3,60
TRANS-00073,26-01-2019,18:38:14,PROD-154,7940,12,300
TRANS-01127,21-01-2020,00:07:50,PROD-120,7942,15,180
TRANS-00987,11-12-2019,03:24:52,PROD-137,7943,5,400
TRANS-01412,29-04-2020,09:23:28,PROD-100,7950,3,120
TRANS-01031,23-12-2019,15:14:10,PROD-156,7951,2,30
TRANS-04264,18-12-2022,12:19:23,PROD-131,7951,7,280
TRANS-01931,22-10-2020,06:53:01,PROD-119,7952,4,160
TRANS-00149,18-02-2019,12:18:29,PROD-103,7954,16,400
TRANS-03349,22-02-2022,18:21:08,PROD-104,7956,19,190
TRANS-03283,29-01-2022,19:03:06,PROD-057,7957,1,25
TRANS-02481,08-05-2021,11:00:32,PROD-082,7959,19,1140
TRANS-04436,19-02-2023,14:21:42,PROD-084,7959,2,20
TRANS-03179,24-12-2021,15:54:32,PROD-053,7961,13,195
TRANS-03444,24-03-2022,07:52:40,PROD-096,7964,8,160
TRANS-02773,13-08-2021,16:01:23,PROD-020,7965,3,30
TRANS-00671,29-08-2019,04:46:59,PROD-052,7966,13,390
TRANS-03029,07-11-2021,00:50:22,PROD-118,7968,11,2200
TRANS-01200,17-02-2020,17:20:28,PROD-109,7970,11,1650
TRANS-04583,13-04-2023,14:52:16,PROD-089,7972,3,45
TRANS-00168,23-02-2019,08:21:19,PROD-081,7977,1,30
TRANS-02805,27-08-2021,17:38:35,PROD-141,7979,10,1800
TRANS-04391,06-02-2023,05:47:51,PROD-076,7982,1,25
TRANS-00776,03-10-2019,06:33:29,PROD-138,7987,16,640
TRANS-04370,30-01-2023,20:12:58,PROD-057,7990,6,150
TRANS-01165,07-02-2020,00:57:21,PROD-098,7995,9,90
TRANS-01277,14-03-2020,20:48:25,PROD-153,7996,10,300
TRANS-02591,12-06-2021,12:48:56,PROD-008,8001,10,600
TRANS-04760,13-06-2023,11:19:50,PROD-106,8001,14,700
TRANS-04289,28-12-2022,09:51:12,PROD-155,8002,5,200
TRANS-04687,19-05-2023,05:46:21,PROD-119,8005,2,80
TRANS-01568,24-06-2020,19:45:20,PROD-103,8007,12,300
TRANS-02947,12-10-2021,02:34:27,PROD-136,8012,17,425
TRANS-02734,30-07-2021,14:56:29,PROD-105,8014,12,720
TRANS-02303,07-03-2021,12:22:03,PROD-136,8021,15,375
TRANS-00476,20-06-2019,10:34:08,PROD-062,8022,6,150
TRANS-04308,04-01-2023,22:47:39,PROD-147,8022,19,380
TRANS-04542,28-03-2023,00:27:20,PROD-028,8023,10,150
TRANS-02098,25-12-2020,09:58:30,PROD-043,8032,19,570
TRANS-02827,03-09-2021,08:02:02,PROD-017,8032,4,60
TRANS-00993,13-12-2019,23:32:44,PROD-151,8033,17,1190
TRANS-02269,19-02-2021,14:31:45,PROD-126,8038,14,350
TRANS-01060,04-01-2020,14:45:40,PROD-063,8042,6,240
TRANS-00045,15-01-2019,19:45:49,PROD-053,8044,20,300
TRANS-01387,23-04-2020,02:47:01,PROD-114,8044,6,30
TRANS-03306,05-02-2022,19:43:17,PROD-017,8044,15,225
TRANS-03945,08-09-2022,02:56:11,PROD-150,8047,3,360
TRANS-00703,09-09-2019,10:46:06,PROD-096,8052,12,240
TRANS-01442,11-05-2020,05:18:37,PROD-060,8052,19,3420
TRANS-01406,28-04-2020,14:36:26,PROD-059,8055,18,2160
TRANS-02428,16-04-2021,03:42:31,PROD-100,8060,19,760
TRANS-02290,28-02-2021,15:24:46,PROD-022,8061,7,105
TRANS-03635,31-05-2022,13:21:45,PROD-081,8067,13,390
TRANS-02132,06-01-2021,06:20:04,PROD-063,8070,14,560
TRANS-03967,14-09-2022,19:18:33,PROD-150,8071,8,960
TRANS-04181,21-11-2022,06:15:01,PROD-043,8071,15,450
TRANS-03831,05-08-2022,03:22:36,PROD-151,8073,10,700
TRANS-04078,20-10-2022,06:32:46,PROD-124,8073,14,560
TRANS-03678,11-06-2022,09:24:40,PROD-022,8074,2,30
TRANS-01841,27-09-2020,20:03:36,PROD-043,8075,18,540
TRANS-04647,03-05-2023,04:59:53,PROD-065,8077,16,320
TRANS-01256,05-03-2020,05:24:28,PROD-115,8081,10,150
TRANS-01197,15-02-2020,04:15:59,PROD-036,8082,5,100
TRANS-01667,25-07-2020,20:24:21,PROD-008,8084,1,60
TRANS-02486,09-05-2021,20:12:04,PROD-147,8089,18,360
TRANS-02716,25-07-2021,00:25:02,PROD-121,8089,11,550
TRANS-01286,16-03-2020,13:40:16,PROD-018,8092,5,300
TRANS-01429,05-05-2020,12:19:49,PROD-013,8096,1,70
TRANS-01935,24-10-2020,19:27:59,PROD-143,8098,9,450
TRANS-04056,11-10-2022,11:24:14,PROD-020,8101,5,50
TRANS-01938,24-10-2020,06:57:38,PROD-078,8102,15,1050
TRANS-00202,14-03-2019,18:30:56,PROD-039,8105,19,190
TRANS-00219,17-03-2019,10:10:23,PROD-140,8106,6,900
TRANS-03407,14-03-2022,10:57:56,PROD-050,8106,16,240
TRANS-01198,15-02-2020,02:18:21,PROD-148,8107,19,665
TRANS-00335,29-04-2019,20:19:24,PROD-063,8111,1,40
TRANS-04625,25-04-2023,02:54:42,PROD-104,8111,16,160
TRANS-03023,04-11-2021,11:48:39,PROD-085,8113,16,240
TRANS-02118,01-01-2021,13:52:32,PROD-080,8118,8,320
TRANS-03775,14-07-2022,18:38:56,PROD-002,8118,13,390
TRANS-01677,27-07-2020,15:00:57,PROD-041,8119,7,35
TRANS-03237,11-01-2022,01:35:14,PROD-017,8123,13,195
TRANS-04224,07-12-2022,21:21:46,PROD-051,8128,15,300
TRANS-04823,03-07-2023,23:58:27,PROD-108,8130,18,540
TRANS-00447,09-06-2019,07:47:58,PROD-093,8134,7,70
TRANS-02151,11-01-2021,14:57:03,PROD-013,8134,4,280
TRANS-02036,03-12-2020,00:38:32,PROD-067,8154,14,490
TRANS-03018,02-11-2021,04:40:35,PROD-099,8159,19,1520
TRANS-04755,12-06-2023,16:05:30,PROD-006,8163,16,80
TRANS-01538,14-06-2020,07:30:39,PROD-018,8167,9,540
TRANS-01895,12-10-2020,00:49:50,PROD-129,8167,12,3000
TRANS-04227,08-12-2022,14:33:12,PROD-050,8168,13,195
TRANS-03307,06-02-2022,19:05:28,PROD-012,8169,3,60
TRANS-02623,23-06-2021,17:55:42,PROD-148,8175,12,420
TRANS-02298,05-03-2021,11:50:53,PROD-108,8177,17,510
TRANS-00929,27-11-2019,19:21:59,PROD-097,8181,20,300
TRANS-03999,23-09-2022,04:10:10,PROD-026,8183,2,20
TRANS-03268,23-01-2022,14:21:17,PROD-137,8184,10,800
TRANS-02598,14-06-2021,23:04:29,PROD-019,8186,14,1680
TRANS-04825,04-07-2023,08:53:37,PROD-042,8190,20,200
TRANS-04984,31-08-2023,03:48:15,PROD-107,8201,3,225
TRANS-00362,06-05-2019,06:21:05,PROD-114,8210,17,85
TRANS-02014,23-11-2020,05:20:34,PROD-118,8210,14,2800
TRANS-04818,01-07-2023,07:52:20,PROD-016,8210,6,150
TRANS-03535,27-04-2022,18:49:24,PROD-136,8212,5,125
TRANS-04431,18-02-2023,11:50:58,PROD-069,8215,1,100
TRANS-01691,31-07-2020,12:14:10,PROD-005,8216,7,70
TRANS-00683,02-09-2019,15:03:11,PROD-017,8219,6,90
TRANS-00455,12-06-2019,19:14:27,PROD-075,8220,13,195
TRANS-03238,12-01-2022,07:11:39,PROD-025,8222,10,500
TRANS-00456,12-06-2019,19:30:52,PROD-120,8226,8,96
TRANS-04136,11-11-2022,13:24:29,PROD-156,8226,20,300
TRANS-04684,18-05-2023,23:36:37,PROD-135,8234,12,600
TRANS-04907,02-08-2023,13:40:22,PROD-075,8234,14,210
TRANS-00744,22-09-2019,13:31:52,PROD-127,8236,12,240
TRANS-02008,20-11-2020,07:10:17,PROD-144,8236,12,480
TRANS-02443,23-04-2021,09:25:39,PROD-031,8240,2,80
TRANS-01135,25-01-2020,20:23:42,PROD-025,8243,20,1000
TRANS-02950,13-10-2021,03:57:16,PROD-031,8249,17,680
TRANS-04965,24-08-2023,21:53:38,PROD-049,8252,9,225
TRANS-02363,25-03-2021,06:10:46,PROD-132,8257,18,360
TRANS-00812,13-10-2019,18:24:46,PROD-036,8264,15,300
TRANS-03533,27-04-2022,11:00:40,PROD-116,8266,13,104
TRANS-01520,07-06-2020,15:27:04,PROD-131,8269,4,160
TRANS-02463,01-05-2021,13:32:33,PROD-084,8273,14,140
TRANS-01161,06-02-2020,09:01:06,PROD-027,8274,15,450
TRANS-02046,06-12-2020,13:21:54,PROD-012,8276,19,380
TRANS-02464,01-05-2021,04:00:27,PROD-082,8278,3,180
TRANS-03877,16-08-2022,18:12:31,PROD-123,8281,9,135
TRANS-02080,20-12-2020,04:05:50,PROD-136,8283,17,425
TRANS-03927,02-09-2022,22:06:40,PROD-032,8290,15,75
TRANS-03721,25-06-2022,01:30:44,PROD-147,8296,11,220
TRANS-04871,20-07-2023,11:01:53,PROD-029,8297,12,840
TRANS-01687,30-07-2020,06:53:28,PROD-123,8301,13,195
TRANS-00874,05-11-2019,03:12:42,PROD-120,8302,16,192
TRANS-00966,05-12-2019,21:36:53,PROD-047,8307,13,325
TRANS-01185,11-02-2020,05:24:27,PROD-011,8313,16,480
TRANS-03510,19-04-2022,02:22:30,PROD-022,8314,16,240
TRANS-01243,01-03-2020,01:13:54,PROD-032,8316,13,65
TRANS-00127,12-02-2019,00:02:19,PROD-071,8320,10,400
TRANS-01250,03-03-2020,09:38:01,PROD-135,8320,10,500
TRANS-01338,06-04-2020,16:35:20,PROD-003,8321,4,320
TRANS-04329,13-01-2023,14:38:17,PROD-151,8325,20,1400
TRANS-03462,29-03-2022,10:49:19,PROD-055,8328,4,80
TRANS-04888,26-07-2023,19:46:29,PROD-100,8333,3,120
TRANS-00773,01-10-2019,16:56:38,PROD-013,8334,13,910
TRANS-04261,17-12-2022,20:59:18,PROD-040,8340,7,245
TRANS-03777,14-07-2022,08:36:45,PROD-083,8343,2,40
TRANS-00376,11-05-2019,20:17:37,PROD-127,8346,1,20
TRANS-02090,22-12-2020,08:00:33,PROD-141,8347,8,1440
TRANS-04036,04-10-2022,19:29:47,PROD-139,8353,10,250
TRANS-00153,19-02-2019,02:49:04,PROD-051,8362,18,360
TRANS-01108,16-01-2020,16:01:27,PROD-082,8362,12,720
TRANS-02940,10-10-2021,23:01:02,PROD-126,8363,17,425
TRANS-01727,18-08-2020,04:42:11,PROD-078,8368,3,210
TRANS-01696,04-08-2020,18:10:10,PROD-139,8371,4,100
TRANS-04213,03-12-2022,09:35:46,PROD-061,8384,12,480
TRANS-00042,14-01-2019,15:43:59,PROD-014,8386,12,480
TRANS-01857,02-10-2020,06:22:51,PROD-051,8388,8,160
TRANS-02608,17-06-2021,18:41:52,PROD-109,8391,10,1500
TRANS-02587,10-06-2021,20:35:23,PROD-114,8399,1,5
TRANS-02181,22-01-2021,01:02:13,PROD-034,8400,8,120
TRANS-04003,24-09-2022,13:29:05,PROD-069,8401,13,1300
TRANS-03501,14-04-2022,04:36:42,PROD-116,8405,1,8
TRANS-00427,30-05-2019,19:04:57,PROD-140,8411,4,600
TRANS-01885,10-10-2020,08:03:09,PROD-039,8412,12,120
TRANS-03899,23-08-2022,09:10:27,PROD-129,8414,20,5000
TRANS-04821,02-07-2023,13:02:35,PROD-144,8414,13,520
TRANS-00426,30-05-2019,02:39:20,PROD-152,8415,12,720
TRANS-01913,18-10-2020,21:47:46,PROD-072,8417,16,240
TRANS-03112,06-12-2021,13:17:54,PROD-141,8417,11,1980
TRANS-02374,29-03-2021,07:13:04,PROD-152,8418,3,180
TRANS-04260,17-12-2022,02:14:06,PROD-012,8419,14,280
TRANS-03596,17-05-2022,08:55:19,PROD-016,8420,17,425
TRANS-03827,04-08-2022,04:37:28,PROD-121,8424,9,450
TRANS-03993,21-09-2022,21:58:26,PROD-048,8427,15,3000
TRANS-03434,22-03-2022,10:34:59,PROD-125,8428,17,510
TRANS-01526,08-06-2020,05:37:32,PROD-126,8429,7,175
TRANS-01664,24-07-2020,12:27:38,PROD-143,8433,14,700
TRANS-03561,06-05-2022,04:28:41,PROD-062,8434,8,200
TRANS-00273,04-04-2019,02:11:56,PROD-147,8435,18,360
TRANS-04342,19-01-2023,20:01:41,PROD-125,8444,9,270
TRANS-04817,30-06-2023,16:54:30,PROD-075,8444,3,45
TRANS-01785,05-09-2020,14:47:23,PROD-105,8445,1,60
TRANS-03958,10-09-2022,17:09:27,PROD-151,8445,16,1120
TRANS-01807,12-09-2020,17:27:45,PROD-088,8446,9,270
TRANS-01835,25-09-2020,06:57:09,PROD-012,8446,7,140
TRANS-01844,28-09-2020,13:42:54,PROD-046,8447,15,150
TRANS-00349,02-05-2019,21:36:03,PROD-108,8448,10,300
TRANS-02141,07-01-2021,09:46:29,PROD-130,8449,3,90
TRANS-02582,08-06-2021,17:29:22,PROD-080,8450,15,600
TRANS-00431,02-06-2019,22:30:30,PROD-012,8456,17,340
TRANS-01059,04-01-2020,21:35:00,PROD-114,8456,12,60
TRANS-04079,20-10-2022,18:18:25,PROD-061,8458,11,440
TRANS-02846,10-09-2021,09:47:10,PROD-072,8461,17,255
TRANS-00388,16-05-2019,00:34:32,PROD-089,8462,19,285
TRANS-00394,19-05-2019,16:11:48,PROD-093,8465,3,30
TRANS-00757,25-09-2019,16:08:20,PROD-111,8465,9,1620
TRANS-03709,21-06-2022,20:09:20,PROD-062,8475,5,125
TRANS-00689,05-09-2019,07:43:25,PROD-126,8488,1,25
TRANS-02745,03-08-2021,07:59:05,PROD-011,8488,10,300
TRANS-03164,17-12-2021,22:46:26,PROD-057,8490,10,250
TRANS-04710,27-05-2023,14:34:53,PROD-128,8490,11,660
TRANS-04348,21-01-2023,08:47:46,PROD-004,8493,17,680
TRANS-02166,17-01-2021,13:53:26,PROD-113,8498,12,120
TRANS-02342,19-03-2021,10:24:09,PROD-132,8501,12,240
TRANS-04433,19-02-2023,20:15:32,PROD-089,8502,7,105
TRANS-00249,26-03-2019,09:00:35,PROD-048,8504,2,400
TRANS-02683,15-07-2021,00:28:38,PROD-115,8505,4,60
TRANS-02885,21-09-2021,05:18:50,PROD-117,8511,16,400
TRANS-00541,19-07-2019,06:42:38,PROD-126,8514,6,150
TRANS-00850,28-10-2019,08:22:42,PROD-010,8516,13,1300
TRANS-01237,29-02-2020,14:06:24,PROD-143,8518,13,650
TRANS-01787,05-09-2020,17:14:08,PROD-063,8520,18,720
TRANS-01609,05-07-2020,13:29:05,PROD-012,8521,19,380
TRANS-03145,14-12-2021,07:11:08,PROD-013,8524,18,1260
TRANS-03702,19-06-2022,22:10:54,PROD-156,8526,14,210
TRANS-03457,28-03-2022,13:52:39,PROD-036,8529,3,60
TRANS-04982,30-08-2023,16:38:14,PROD-047,8529,11,275
TRANS-00468,17-06-2019,04:36:47,PROD-113,8531,16,160
TRANS-01699,05-08-2020,03:17:53,PROD-014,8534,16,640
TRANS-01725,17-08-2020,03:37:09,PROD-148,8534,16,560
TRANS-00743,21-09-2019,09:43:28,PROD-047,8536,16,400
TRANS-03886,19-08-2022,21:31:17,PROD-150,8536,5,600
